variant,method,ratio,nm_pattern,accuracy,nonzero_prunable,total_prunable,weight_sparsity,dense_model_mb,effective_nonzero_weight_mb,gmacs_per_image,gflops_per_image,infer_ms_per_image,infer_images_per_s,effective_gflops_per_s,peak_cpu_rss_mb,peak_gpu_allocated_mb
actchannel@0.3,actchannel,0.3,,0.11,7894592,11172032,0.29336113609413217,42.69127655029297,30.115478515625,1.823526912,3.647053824,0.6458638249569049,1548.3139964786305,5646.7844816101115,1263.76953125,148.8818359375
actchannel@0.5,actchannel,0.5,,0.11,5679296,11172032,0.4916505788741028,42.69127655029297,21.664794921875,1.823526912,3.647053824,0.5213544749494758,1918.0807838983437,6995.343857657372,1263.62109375,148.6318359375
actchannel@0.8,actchannel,0.8,,0.07,2401856,11172032,0.785011714968235,42.69127655029297,9.162353515625,1.823526912,3.647053824,0.5225458749919198,1913.707576421808,6979.394534606927,1263.3984375,148.0068359375
